"code","date","value","uname","tcode"
"PNADCA_PCT25FMEUF",2023-01-01,13.3,"States",23
"PNADCA_PCT25FMEUF",2024-01-01,13.4,"States",23
"PNADCA_PCT25FMEUF",2016-01-01,11.9,"States",24
"PNADCA_PCT25FMEUF",2017-01-01,11.5,"States",24
"PNADCA_PCT25FMEUF",2018-01-01,10.4,"States",24
"PNADCA_PCT25FMEUF",2019-01-01,11.6,"States",24
"PNADCA_PCT25FMEUF",2022-01-01,13.2,"States",24
"PNADCA_PCT25FMEUF",2023-01-01,12.4,"States",24
"PNADCA_PCT25FMEUF",2024-01-01,11.4,"States",24
"PNADCA_PCT25FMEUF",2016-01-01,10.5,"States",25
"PNADCA_PCT25FMEUF",2017-01-01,10.7,"States",25
"PNADCA_PCT25FMEUF",2018-01-01,9.5,"States",25
"PNADCA_PCT25FMEUF",2019-01-01,9.8,"States",25
"PNADCA_PCT25FMEUF",2022-01-01,11,"States",25
"PNADCA_PCT25FMEUF",2023-01-01,11.5,"States",25
"PNADCA_PCT25FMEUF",2024-01-01,11.3,"States",25
"PNADCA_PCT25FMEUF",2016-01-01,11.3,"States",26
"PNADCA_PCT25FMEUF",2017-01-01,10.9,"States",26
"PNADCA_PCT25FMEUF",2018-01-01,10.8,"States",26
"PNADCA_PCT25FMEUF",2019-01-01,11,"States",26
"PNADCA_PCT25FMEUF",2022-01-01,11.4,"States",26
"PNADCA_PCT25FMEUF",2023-01-01,10.9,"States",26
"PNADCA_PCT25FMEUF",2024-01-01,10.7,"States",26
"PNADCA_PCT25FMEUF",2016-01-01,11.3,"States",27
"PNADCA_PCT25FMEUF",2017-01-01,10.8,"States",27
"PNADCA_PCT25FMEUF",2018-01-01,10.8,"States",27
"PNADCA_PCT25FMEUF",2019-01-01,11.4,"States",27
"PNADCA_PCT25FMEUF",2022-01-01,11.7,"States",27
"PNADCA_PCT25FMEUF",2023-01-01,12.1,"States",27
"PNADCA_PCT25FMEUF",2024-01-01,11.2,"States",27
"PNADCA_PCT25FMEUF",2016-01-01,10.4,"States",28
"PNADCA_PCT25FMEUF",2017-01-01,11.8,"States",28
"PNADCA_PCT25FMEUF",2018-01-01,11.5,"States",28
"PNADCA_PCT25FMEUF",2019-01-01,10.5,"States",28
"PNADCA_PCT25FMEUF",2022-01-01,11.4,"States",28
"PNADCA_PCT25FMEUF",2023-01-01,11.8,"States",28
"PNADCA_PCT25FMEUF",2024-01-01,11.5,"States",28
"PNADCA_PCT25FMEUF",2016-01-01,10.5,"States",29
"PNADCA_PCT25FMEUF",2017-01-01,10.3,"States",29
"PNADCA_PCT25FMEUF",2018-01-01,10.3,"States",29
"PNADCA_PCT25FMEUF",2019-01-01,10.3,"States",29
"PNADCA_PCT25FMEUF",2022-01-01,11.2,"States",29
"PNADCA_PCT25FMEUF",2023-01-01,10.5,"States",29
"PNADCA_PCT25FMEUF",2024-01-01,11.4,"States",29
"PNADCA_PCT25FMEUF",2016-01-01,13.4,"States",31
"PNADCA_PCT25FMEUF",2017-01-01,13.3,"States",31
"PNADCA_PCT25FMEUF",2018-01-01,12.7,"States",31
"PNADCA_PCT25FMEUF",2019-01-01,13.1,"States",31
"PNADCA_PCT25FMEUF",2022-01-01,12.8,"States",31
"PNADCA_PCT25FMEUF",2023-01-01,12.6,"States",31
"PNADCA_PCT25FMEUF",2024-01-01,12.8,"States",31
"PNADCA_PCT25FMEUF",2016-01-01,13.4,"States",32
"PNADCA_PCT25FMEUF",2017-01-01,13.8,"States",32
"PNADCA_PCT25FMEUF",2018-01-01,13.6,"States",32
"PNADCA_PCT25FMEUF",2019-01-01,13.2,"States",32
"PNADCA_PCT25FMEUF",2022-01-01,13.5,"States",32
"PNADCA_PCT25FMEUF",2023-01-01,12.6,"States",32
"PNADCA_PCT25FMEUF",2024-01-01,12.7,"States",32
"PNADCA_PCT25FMEUF",2016-01-01,15.3,"States",33
"PNADCA_PCT25FMEUF",2017-01-01,14.9,"States",33
"PNADCA_PCT25FMEUF",2018-01-01,13.9,"States",33
"PNADCA_PCT25FMEUF",2019-01-01,14,"States",33
"PNADCA_PCT25FMEUF",2022-01-01,13.2,"States",33
"PNADCA_PCT25FMEUF",2023-01-01,12.2,"States",33
"PNADCA_PCT25FMEUF",2024-01-01,11.6,"States",33
"PNADCA_PCT25FMEUF",2016-01-01,13.4,"States",35
"PNADCA_PCT25FMEUF",2017-01-01,13.4,"States",35
"PNADCA_PCT25FMEUF",2018-01-01,13,"States",35
"PNADCA_PCT25FMEUF",2019-01-01,13,"States",35
"PNADCA_PCT25FMEUF",2022-01-01,12.4,"States",35
"PNADCA_PCT25FMEUF",2023-01-01,12.5,"States",35
"PNADCA_PCT25FMEUF",2024-01-01,12,"States",35
"PNADCA_PCT25FMEUF",2016-01-01,14.7,"States",41
"PNADCA_PCT25FMEUF",2017-01-01,14.2,"States",41
"PNADCA_PCT25FMEUF",2018-01-01,13.6,"States",41
"PNADCA_PCT25FMEUF",2019-01-01,14,"States",41
"PNADCA_PCT25FMEUF",2022-01-01,13.9,"States",41
"PNADCA_PCT25FMEUF",2023-01-01,13.6,"States",41
"PNADCA_PCT25FMEUF",2024-01-01,12.8,"States",41
"PNADCA_PCT25FMEUF",2016-01-01,16.2,"States",42
"PNADCA_PCT25FMEUF",2017-01-01,15.5,"States",42
"PNADCA_PCT25FMEUF",2018-01-01,15.4,"States",42
"PNADCA_PCT25FMEUF",2019-01-01,15.7,"States",42
"PNADCA_PCT25FMEUF",2022-01-01,15.5,"States",42
"PNADCA_PCT25FMEUF",2023-01-01,14.8,"States",42
"PNADCA_PCT25FMEUF",2024-01-01,14.7,"States",42
"PNADCA_PCT25FMEUF",2016-01-01,14.8,"States",43
"PNADCA_PCT25FMEUF",2017-01-01,15.4,"States",43
"PNADCA_PCT25FMEUF",2018-01-01,15.6,"States",43
"PNADCA_PCT25FMEUF",2019-01-01,14.8,"States",43
"PNADCA_PCT25FMEUF",2022-01-01,15.1,"States",43
"PNADCA_PCT25FMEUF",2023-01-01,14.6,"States",43
"PNADCA_PCT25FMEUF",2024-01-01,13.6,"States",43
"PNADCA_PCT25FMEUF",2016-01-01,13.7,"States",50
"PNADCA_PCT25FMEUF",2017-01-01,13.6,"States",50
"PNADCA_PCT25FMEUF",2018-01-01,13.4,"States",50
"PNADCA_PCT25FMEUF",2019-01-01,13.1,"States",50
"PNADCA_PCT25FMEUF",2022-01-01,13.1,"States",50
"PNADCA_PCT25FMEUF",2023-01-01,12.4,"States",50
"PNADCA_PCT25FMEUF",2024-01-01,12.3,"States",50
"PNADCA_PCT25FMEUF",2016-01-01,14.6,"States",51
"PNADCA_PCT25FMEUF",2017-01-01,13.5,"States",51
"PNADCA_PCT25FMEUF",2018-01-01,13.8,"States",51
"PNADCA_PCT25FMEUF",2019-01-01,13.9,"States",51
"PNADCA_PCT25FMEUF",2022-01-01,14.3,"States",51
"PNADCA_PCT25FMEUF",2023-01-01,14.3,"States",51
"PNADCA_PCT25FMEUF",2024-01-01,13.7,"States",51
"PNADCA_PCT25FMEUF",2016-01-01,14.4,"States",52
"PNADCA_PCT25FMEUF",2017-01-01,13.8,"States",52
"PNADCA_PCT25FMEUF",2018-01-01,13.9,"States",52
"PNADCA_PCT25FMEUF",2019-01-01,13.1,"States",52
"PNADCA_PCT25FMEUF",2022-01-01,13.8,"States",52
"PNADCA_PCT25FMEUF",2023-01-01,13.3,"States",52
"PNADCA_PCT25FMEUF",2024-01-01,13.1,"States",52
"PNADCA_PCT25FMEUF",2016-01-01,11.9,"States",53
"PNADCA_PCT25FMEUF",2017-01-01,10.7,"States",53
"PNADCA_PCT25FMEUF",2018-01-01,10.4,"States",53
"PNADCA_PCT25FMEUF",2019-01-01,10,"States",53
"PNADCA_PCT25FMEUF",2022-01-01,9.5,"States",53
"PNADCA_PCT25FMEUF",2023-01-01,8.7,"States",53
"PNADCA_PCT25FMEUF",2024-01-01,9.9,"States",53
